Hour,Load (kW),Load (%),PV
6914,77.9,0.56,0
6915,73.88,0.54,0
6916,71.95,0.52,0
6917,73.81,0.53,0
6918,74.01,0.54,0.035
6919,67.88,0.49,0.143
6920,76.89,0.56,0.285
6921,83.02,0.6,0.391
6922,92.05,0.67,0.412
6923,101.81,0.74,0.439
6924,103.21,0.75,0.389
6925,105.97,0.77,0.285
6926,107.2,0.78,0.18
6927,103.15,0.75,0.096
6928,99.58,0.72,0.031
6929,92.46,0.67,0
6930,104.15,0.75,0
6931,134.26,0.97,0
6932,138,1,0
6933,126.91,0.92,0
6934,110.76,0.8,0
6935,97.58,0.71,0
6936,91.37,0.66,0
6937,82.93,0.6,0
6938,77.9,0.56,0
6939,73.88,0.54,0
6940,71.95,0.52,0
6941,73.81,0.53,0
6942,74.01,0.54,0.027
6943,67.88,0.49,0.109
6944,76.89,0.56,0.205
6945,83.02,0.6,0.273
6946,92.05,0.67,0.264
6947,101.81,0.74,0.274
6948,103.21,0.75,0.231
6949,105.97,0.77,0.185
6950,107.2,0.78,0.131
6951,103.15,0.75,0.074
6952,99.58,0.72,0.024
6953,92.46,0.67,0
6954,104.15,0.75,0
6955,134.26,0.97,0
6956,138,1,0
6957,126.91,0.92,0
6958,110.76,0.8,0
6959,97.58,0.71,0
6960,91.37,0.66,0
6961,82.93,0.6,0
6962,77.9,0.56,0
6963,73.88,0.54,0
6964,71.95,0.52,0
6965,73.81,0.53,0
6966,74.01,0.54,0.043
6967,67.88,0.49,0.147
6968,76.89,0.56,0.266
6969,83.02,0.6,0.353
6970,92.05,0.67,0.382
6971,101.81,0.74,0.349
6972,103.21,0.75,0.299
6973,105.97,0.77,0.246
6974,107.2,0.78,0.161
6975,103.15,0.75,0.101
6976,99.58,0.72,0.036
6977,92.46,0.67,0
6978,104.15,0.75,0
6979,134.26,0.97,0
6980,138,1,0
6981,126.91,0.92,0
6982,110.76,0.8,0
6983,97.58,0.71,0
6984,91.37,0.66,0
6985,82.93,0.6,0
6986,77.9,0.56,0
6987,73.88,0.54,0
6988,71.95,0.52,0
6989,73.81,0.53,0
6990,74.01,0.54,0.035
6991,67.88,0.49,0.128
6992,76.89,0.56,0.229
6993,83.02,0.6,0.306
6994,92.05,0.67,0.375
6995,101.81,0.74,0.394
6996,103.21,0.75,0.384
6997,105.97,0.77,0.375
6998,107.2,0.78,0.345
6999,103.15,0.75,0.249
7000,99.58,0.72,0.104
7001,92.46,0.67,0.003
7002,104.15,0.75,0
7003,134.26,0.97,0
7004,138,1,0
7005,126.91,0.92,0
7006,110.76,0.8,0
7007,97.58,0.71,0
7008,91.37,0.66,0
7009,82.93,0.6,0
7010,77.9,0.56,0
7011,73.88,0.54,0
7012,71.95,0.52,0
7013,73.81,0.53,0
7014,74.01,0.54,0.051
7015,67.88,0.49,0.206
7016,76.89,0.56,0.344
7017,83.02,0.6,0.495
7018,92.05,0.67,0.59
7019,101.81,0.74,0.618
7020,103.21,0.75,0.582
7021,105.97,0.77,0.489
7022,107.2,0.78,0.375
7023,103.15,0.75,0.244
7024,99.58,0.72,0.099
7025,92.46,0.67,0.003
7026,104.15,0.75,0
7027,134.26,0.97,0
7028,138,1,0
7029,126.91,0.92,0
7030,110.76,0.8,0
7031,97.58,0.71,0
7032,91.37,0.66,0
7033,82.93,0.6,0
7034,77.9,0.56,0
7035,73.88,0.54,0
7036,71.95,0.52,0
7037,73.81,0.53,0
7038,74.01,0.54,0.035
7039,67.88,0.49,0.13
7040,76.89,0.56,0.229
7041,83.02,0.6,0.306
7042,92.05,0.67,0.372
7043,101.81,0.74,0.399
7044,103.21,0.75,0.417
7045,105.97,0.77,0.394
7046,107.2,0.78,0.319
7047,103.15,0.75,0.2
7048,99.58,0.72,0.077
7049,92.46,0.67,0.002
7050,104.15,0.75,0
7051,134.26,0.97,0
7052,138,1,0
7053,126.91,0.92,0
7054,110.76,0.8,0
7055,97.58,0.71,0
7056,91.37,0.66,0
7057,82.93,0.6,0
7058,77.9,0.56,0
7059,73.88,0.54,0
7060,71.95,0.52,0
7061,73.81,0.53,0
7062,74.01,0.54,0.036
7063,67.88,0.49,0.146
7064,76.89,0.56,0.234
7065,83.02,0.6,0.318
7066,92.05,0.67,0.375
7067,101.81,0.74,0.406
7068,103.21,0.75,0.417
7069,105.97,0.77,0.352
7070,107.2,0.78,0.3
7071,103.15,0.75,0.169
7072,99.58,0.72,0.07
7073,92.46,0.67,0.002
7074,104.15,0.75,0
7075,134.26,0.97,0
7076,138,1,0
7077,126.91,0.92,0
7078,110.76,0.8,0
7079,97.58,0.71,0
7080,91.37,0.66,0
7081,82.93,0.6,0
7082,77.9,0.56,0
7083,73.88,0.54,0
7084,71.95,0.52,0
7085,73.81,0.53,0
7086,74.01,0.54,0.043
7087,67.88,0.49,0.143
7088,76.89,0.56,0.21
7089,83.02,0.6,0.291
7090,92.05,0.67,0.349
7091,101.81,0.74,0.388
7092,103.21,0.75,0.369
7093,105.97,0.77,0.369
7094,107.2,0.78,0.277
7095,103.15,0.75,0.178
7096,99.58,0.72,0.076
7097,92.46,0.67,0.002
7098,104.15,0.75,0
7099,134.26,0.97,0
7100,138,1,0
7101,126.91,0.92,0
7102,110.76,0.8,0
7103,97.58,0.71,0
7104,91.37,0.66,0
7105,82.93,0.6,0
7106,77.9,0.56,0
7107,73.88,0.54,0
7108,71.95,0.52,0
7109,73.81,0.53,0
7110,74.01,0.54,0.071
7111,67.88,0.49,0.259
7112,76.89,0.56,0.446
7113,83.02,0.6,0.583
7114,92.05,0.67,0.672
7115,101.81,0.74,0.705
7116,103.21,0.75,0.683
7117,105.97,0.77,0.612
7118,107.2,0.78,0.459
7119,103.15,0.75,0.274
7120,99.58,0.72,0.114
7121,92.46,0.67,0.004
7122,104.15,0.75,0
7123,134.26,0.97,0
7124,138,1,0
7125,126.91,0.92,0
7126,110.76,0.8,0
7127,97.58,0.71,0
7128,91.37,0.66,0
7129,82.93,0.6,0
7130,77.9,0.56,0
7131,73.88,0.54,0
7132,71.95,0.52,0
7133,73.81,0.53,0
7134,74.01,0.54,0.064
7135,67.88,0.49,0.222
7136,76.89,0.56,0.343
7137,83.02,0.6,0.453
7138,92.05,0.67,0.539
7139,101.81,0.74,0.605
7140,103.21,0.75,0.595
7141,105.97,0.77,0.546
7142,107.2,0.78,0.454
7143,103.15,0.75,0.301
7144,99.58,0.72,0.129
7145,92.46,0.67,0.005
7146,104.15,0.75,0
7147,134.26,0.97,0
7148,138,1,0
7149,126.91,0.92,0
7150,110.76,0.8,0
7151,97.58,0.71,0
7152,91.37,0.66,0
7153,82.93,0.6,0
7154,77.9,0.56,0
7155,73.88,0.54,0
7156,71.95,0.52,0
7157,73.81,0.53,0
7158,74.01,0.54,0.049
7159,67.88,0.49,0.171
7160,76.89,0.56,0.292
7161,83.02,0.6,0.375
7162,92.05,0.67,0.396
7163,101.81,0.74,0.376
7164,103.21,0.75,0.315
7165,105.97,0.77,0.255
7166,107.2,0.78,0.163
7167,103.15,0.75,0.095
7168,99.58,0.72,0.032
7169,92.46,0.67,0
7170,104.15,0.75,0
7171,134.26,0.97,0
7172,138,1,0
7173,126.91,0.92,0
7174,110.76,0.8,0
7175,97.58,0.71,0
7176,91.37,0.66,0
7177,82.93,0.6,0
7178,77.9,0.56,0
7179,73.88,0.54,0
7180,71.95,0.52,0
7181,73.81,0.53,0
7182,74.01,0.54,0.035
7183,67.88,0.49,0.132
7184,76.89,0.56,0.205
7185,83.02,0.6,0.285
7186,92.05,0.67,0.356
7187,101.81,0.74,0.391
7188,103.21,0.75,0.354
7189,105.97,0.77,0.323
7190,107.2,0.78,0.239
7191,103.15,0.75,0.129
7192,99.58,0.72,0.043
7193,92.46,0.67,0
7194,104.15,0.75,0
7195,134.26,0.97,0
7196,138,1,0
7197,126.91,0.92,0
7198,110.76,0.8,0
7199,97.58,0.71,0
7200,91.37,0.66,0
7201,82.93,0.6,0
7202,77.9,0.56,0
7203,73.88,0.54,0
7204,71.95,0.52,0
7205,73.81,0.53,0
7206,74.01,0.54,0.029
7207,67.88,0.49,0.12
7208,76.89,0.56,0.208
7209,83.02,0.6,0.268
7210,92.05,0.67,0.31
7211,101.81,0.74,0.333
7212,103.21,0.75,0.313
7213,105.97,0.77,0.278
7214,107.2,0.78,0.223
7215,103.15,0.75,0.141
7216,99.58,0.72,0.053
7217,92.46,0.67,0
7218,104.15,0.75,0
7219,134.26,0.97,0
7220,138,1,0
7221,126.91,0.92,0
7222,110.76,0.8,0
7223,97.58,0.71,0
7224,91.37,0.66,0
7225,82.93,0.6,0
7226,77.9,0.56,0
7227,73.88,0.54,0
7228,71.95,0.52,0
7229,73.81,0.53,0
7230,74.01,0.54,0.032
7231,67.88,0.49,0.131
7232,76.89,0.56,0.218
7233,83.02,0.6,0.239
7234,92.05,0.67,0.23
7235,101.81,0.74,0.201
7236,103.21,0.75,0.19
7237,105.97,0.77,0.194
7238,107.2,0.78,0.164
7239,103.15,0.75,0.104
7240,99.58,0.72,0.04
7241,92.46,0.67,0
7242,104.15,0.75,0
7243,134.26,0.97,0
7244,138,1,0
7245,126.91,0.92,0
7246,110.76,0.8,0
7247,97.58,0.71,0
7248,91.37,0.66,0
7249,82.93,0.6,0
7250,77.9,0.56,0
7251,73.88,0.54,0
7252,71.95,0.52,0
7253,73.81,0.53,0
7254,74.01,0.54,0.041
7255,67.88,0.49,0.167
7256,76.89,0.56,0.305
7257,83.02,0.6,0.409
7258,92.05,0.67,0.469
7259,101.81,0.74,0.435
7260,103.21,0.75,0.402
7261,105.97,0.77,0.345
7262,107.2,0.78,0.245
7263,103.15,0.75,0.158
7264,99.58,0.72,0.062
7265,92.46,0.67,0.001
7266,104.15,0.75,0
7267,134.26,0.97,0
7268,138,1,0
7269,126.91,0.92,0
7270,110.76,0.8,0
7271,97.58,0.71,0
7272,91.37,0.66,0
7273,82.93,0.6,0
7274,77.9,0.56,0
7275,73.88,0.54,0
7276,71.95,0.52,0
7277,73.81,0.53,0
7278,74.01,0.54,0.077
7279,67.88,0.49,0.285
7280,76.89,0.56,0.476
7281,83.02,0.6,0.607
7282,92.05,0.67,0.631
7283,101.81,0.74,0.646
7284,103.21,0.75,0.621
7285,105.97,0.77,0.558
7286,107.2,0.78,0.381
7287,103.15,0.75,0.201
7288,99.58,0.72,0.056
7289,92.46,0.67,0
7290,104.15,0.75,0
7291,134.26,0.97,0
7292,138,1,0
7293,126.91,0.92,0
7294,110.76,0.8,0
7295,97.58,0.71,0
7296,91.37,0.66,0
7297,82.93,0.6,0
7298,77.9,0.56,0
7299,73.88,0.54,0
7300,71.95,0.52,0
7301,73.81,0.53,0
7302,74.01,0.54,0.021
7303,67.88,0.49,0.077
7304,76.89,0.56,0.137
7305,83.02,0.6,0.19
7306,92.05,0.67,0.244
7307,101.81,0.74,0.303
7308,103.21,0.75,0.325
7309,105.97,0.77,0.295
7310,107.2,0.78,0.229
7311,103.15,0.75,0.143
7312,99.58,0.72,0.05
7313,92.46,0.67,0
7314,104.15,0.75,0
7315,134.26,0.97,0
7316,138,1,0
7317,126.91,0.92,0
7318,110.76,0.8,0
7319,97.58,0.71,0
7320,91.37,0.66,0
7321,82.93,0.6,0
7322,77.9,0.56,0
7323,73.88,0.54,0
7324,71.95,0.52,0
7325,73.81,0.53,0
7326,74.01,0.54,0.034
7327,67.88,0.49,0.147
7328,76.89,0.56,0.247
7329,83.02,0.6,0.319
7330,92.05,0.67,0.364
7331,101.81,0.74,0.359
7332,103.21,0.75,0.336
7333,105.97,0.77,0.273
7334,107.2,0.78,0.22
7335,103.15,0.75,0.145
7336,99.58,0.72,0.058
7337,92.46,0.67,0
7338,104.15,0.75,0
7339,134.26,0.97,0
7340,138,1,0
7341,126.91,0.92,0
7342,110.76,0.8,0
7343,97.58,0.71,0
7344,91.37,0.66,0
7345,82.93,0.6,0
7346,77.9,0.56,0
7347,73.88,0.54,0
7348,71.95,0.52,0
7349,73.81,0.53,0
7350,74.01,0.54,0.031
7351,67.88,0.49,0.127
7352,76.89,0.56,0.204
7353,83.02,0.6,0.24
7354,92.05,0.67,0.26
7355,101.81,0.74,0.336
7356,103.21,0.75,0.391
7357,105.97,0.77,0.381
7358,107.2,0.78,0.304
7359,103.15,0.75,0.179
7360,99.58,0.72,0.063
7361,92.46,0.67,0.001
7362,104.15,0.75,0
7363,134.26,0.97,0
7364,138,1,0
7365,126.91,0.92,0
7366,110.76,0.8,0
7367,97.58,0.71,0
7368,91.37,0.66,0
7369,82.93,0.6,0
7370,77.9,0.56,0
7371,73.88,0.54,0
7372,71.95,0.52,0
7373,73.81,0.53,0
7374,74.01,0.54,0.066
7375,67.88,0.49,0.262
7376,76.89,0.56,0.449
7377,83.02,0.6,0.568
7378,92.05,0.67,0.615
7379,101.81,0.74,0.63
7380,103.21,0.75,0.6
7381,105.97,0.77,0.564
7382,107.2,0.78,0.435
7383,103.15,0.75,0.277
7384,99.58,0.72,0.11
7385,92.46,0.67,0.003
7386,104.15,0.75,0
7387,134.26,0.97,0
7388,138,1,0
7389,126.91,0.92,0
7390,110.76,0.8,0
7391,97.58,0.71,0
7392,91.37,0.66,0
7393,82.93,0.6,0
7394,77.9,0.56,0
7395,73.88,0.54,0
7396,71.95,0.52,0
7397,73.81,0.53,0
7398,74.01,0.54,0.073
7399,67.88,0.49,0.281
7400,76.89,0.56,0.467
7401,83.02,0.6,0.604
7402,92.05,0.67,0.696
7403,101.81,0.74,0.73
7404,103.21,0.75,0.681
7405,105.97,0.77,0.61
7406,107.2,0.78,0.497
7407,103.15,0.75,0.33
7408,99.58,0.72,0.133
7409,92.46,0.67,0.003
7410,104.15,0.75,0
7411,134.26,0.97,0
7412,138,1,0
7413,126.91,0.92,0
7414,110.76,0.8,0
7415,97.58,0.71,0
7416,91.37,0.66,0
7417,82.93,0.6,0
7418,77.9,0.56,0
7419,73.88,0.54,0
7420,71.95,0.52,0
7421,73.81,0.53,0
7422,74.01,0.54,0.046
7423,67.88,0.49,0.262
7424,76.89,0.56,0.472
7425,83.02,0.6,0.614
7426,92.05,0.67,0.699
7427,101.81,0.74,0.736
7428,103.21,0.75,0.723
7429,105.97,0.77,0.6
7430,107.2,0.78,0.467
7431,103.15,0.75,0.328
7432,99.58,0.72,0.149
7433,92.46,0.67,0.004
7434,104.15,0.75,0
7435,134.26,0.97,0
7436,138,1,0
7437,126.91,0.92,0
7438,110.76,0.8,0
7439,97.58,0.71,0
7440,91.37,0.66,0
7441,82.93,0.6,0
7442,77.9,0.56,0
7443,73.88,0.54,0
7444,71.95,0.52,0
7445,73.81,0.53,0
7446,74.01,0.54,0.073
7447,67.88,0.49,0.284
7448,76.89,0.56,0.471
7449,83.02,0.6,0.603
7450,92.05,0.67,0.663
7451,101.81,0.74,0.663
7452,103.21,0.75,0.628
7453,105.97,0.77,0.575
7454,107.2,0.78,0.467
7455,103.15,0.75,0.294
7456,99.58,0.72,0.129
7457,92.46,0.67,0.003
7458,104.15,0.75,0
7459,134.26,0.97,0
7460,138,1,0
7461,126.91,0.92,0
7462,110.76,0.8,0
7463,97.58,0.71,0
7464,91.37,0.66,0
7465,82.93,0.6,0
7466,77.9,0.56,0
7467,73.88,0.54,0
7468,71.95,0.52,0
7469,73.81,0.53,0
7470,74.01,0.54,0.083
7471,67.88,0.49,0.3
7472,76.89,0.56,0.49
7473,83.02,0.6,0.625
7474,92.05,0.67,0.703
7475,101.81,0.74,0.732
7476,103.21,0.75,0.638
7477,105.97,0.77,0.564
7478,107.2,0.78,0.449
7479,103.15,0.75,0.31
7480,99.58,0.72,0.131
7481,92.46,0.67,0.003
7482,104.15,0.75,0
7483,134.26,0.97,0
7484,138,1,0
7485,126.91,0.92,0
7486,110.76,0.8,0
7487,97.58,0.71,0
7488,91.37,0.66,0
7489,82.93,0.6,0
7490,77.9,0.56,0
7491,73.88,0.54,0
7492,71.95,0.52,0
7493,73.81,0.53,0
7494,74.01,0.54,0.077
7495,67.88,0.49,0.286
7496,76.89,0.56,0.475
7497,83.02,0.6,0.591
7498,92.05,0.67,0.669
7499,101.81,0.74,0.705
7500,103.21,0.75,0.699
7501,105.97,0.77,0.614
7502,107.2,0.78,0.469
7503,103.15,0.75,0.319
7504,99.58,0.72,0.133
7505,92.46,0.67,0.002
7506,104.15,0.75,0
7507,134.26,0.97,0
7508,138,1,0
7509,126.91,0.92,0
7510,110.76,0.8,0
7511,97.58,0.71,0
7512,91.37,0.66,0
7513,82.93,0.6,0
7514,77.9,0.56,0
7515,73.88,0.54,0
7516,71.95,0.52,0
7517,73.81,0.53,0
7518,74.01,0.54,0.073
7519,67.88,0.49,0.278
7520,76.89,0.56,0.459
7521,83.02,0.6,0.597
7522,92.05,0.67,0.648
7523,101.81,0.74,0.649
7524,103.21,0.75,0.587
7525,105.97,0.77,0.541
7526,107.2,0.78,0.392
7527,103.15,0.75,0.281
7528,99.58,0.72,0.125
7529,92.46,0.67,0.003
7530,104.15,0.75,0
7531,134.26,0.97,0
7532,138,1,0
7533,126.91,0.92,0
7534,110.76,0.8,0
7535,97.58,0.71,0
7536,91.37,0.66,0
7537,82.93,0.6,0
7538,77.9,0.56,0
7539,73.88,0.54,0
7540,71.95,0.52,0
7541,73.81,0.53,0
7542,74.01,0.54,0.075
7543,67.88,0.49,0.279
7544,76.89,0.56,0.46
7545,83.02,0.6,0.598
7546,92.05,0.67,0.67
7547,101.81,0.74,0.648
7548,103.21,0.75,0.619
7549,105.97,0.77,0.543
7550,107.2,0.78,0.418
7551,103.15,0.75,0.26
7552,99.58,0.72,0.1
7553,92.46,0.67,0.002
7554,104.15,0.75,0
7555,134.26,0.97,0
7556,138,1,0
7557,126.91,0.92,0
7558,110.76,0.8,0
7559,97.58,0.71,0
7560,91.37,0.66,0
7561,82.93,0.6,0
7562,77.9,0.56,0
7563,73.88,0.54,0
7564,71.95,0.52,0
7565,73.81,0.53,0
7566,74.01,0.54,0.053
7567,67.88,0.49,0.224
7568,76.89,0.56,0.396
7569,83.02,0.6,0.569
7570,92.05,0.67,0.63
7571,101.81,0.74,0.628
7572,103.21,0.75,0.614
7573,105.97,0.77,0.52
7574,107.2,0.78,0.407
7575,103.15,0.75,0.261
7576,99.58,0.72,0.1
7577,92.46,0.67,0.001
7578,104.15,0.75,0
7579,134.26,0.97,0
7580,138,1,0
7581,126.91,0.92,0
7582,110.76,0.8,0
7583,97.58,0.71,0
7584,91.37,0.66,0
7585,82.93,0.6,0
7586,77.9,0.56,0
7587,73.88,0.54,0
7588,71.95,0.52,0
7589,73.81,0.53,0
7590,74.01,0.54,0.012
7591,67.88,0.49,0.051
7592,76.89,0.56,0.109
7593,83.02,0.6,0.141
7594,92.05,0.67,0.167
7595,101.81,0.74,0.193
7596,103.21,0.75,0.203
7597,105.97,0.77,0.187
7598,107.2,0.78,0.147
7599,103.15,0.75,0.089
7600,99.58,0.72,0.031
7601,92.46,0.67,0
7602,104.15,0.75,0
7603,134.26,0.97,0
7604,138,1,0
7605,126.91,0.92,0
7606,110.76,0.8,0
7607,97.58,0.71,0
7608,91.37,0.66,0
7609,82.93,0.6,0
7610,77.9,0.56,0
7611,73.88,0.54,0
7612,71.95,0.52,0
7613,73.81,0.53,0
7614,74.01,0.54,0.025
7615,67.88,0.49,0.12
7616,76.89,0.56,0.225
7617,83.02,0.6,0.31
7618,92.05,0.67,0.356
7619,101.81,0.74,0.367
7620,103.21,0.75,0.348
7621,105.97,0.77,0.306
7622,107.2,0.78,0.229
7623,103.15,0.75,0.129
7624,99.58,0.72,0.046
7625,92.46,0.67,0
7626,104.15,0.75,0
7627,134.26,0.97,0
7628,138,1,0
7629,126.91,0.92,0
7630,110.76,0.8,0
7631,97.58,0.71,0
7632,91.37,0.66,0
7633,82.93,0.6,0
7634,77.9,0.56,0
7635,73.88,0.54,0
7636,71.95,0.52,0
7637,73.81,0.53,0
7638,74.01,0.54,0.024
7639,67.88,0.49,0.118
7640,76.89,0.56,0.217
7641,83.02,0.6,0.288
7642,92.05,0.67,0.346
7643,101.81,0.74,0.346
7644,103.21,0.75,0.327
7645,105.97,0.77,0.283
7646,107.2,0.78,0.208
7647,103.15,0.75,0.129
7648,99.58,0.72,0.05
7649,92.46,0.67,0
7650,104.15,0.75,0
7651,134.26,0.97,0
7652,138,1,0
7653,126.91,0.92,0
7654,110.76,0.8,0
7655,97.58,0.71,0
7656,91.37,0.66,0
7657,82.93,0.6,0
7658,77.9,0.56,0
7659,73.88,0.54,0
7660,71.95,0.52,0
7661,73.81,0.53,0
7662,74.01,0.54,0.032
7663,67.88,0.49,0.136
7664,76.89,0.56,0.236
7665,83.02,0.6,0.252
7666,92.05,0.67,0.306
7667,101.81,0.74,0.327
7668,103.21,0.75,0.31
7669,105.97,0.77,0.272
7670,107.2,0.78,0.195
7671,103.15,0.75,0.114
7672,99.58,0.72,0.048
7673,92.46,0.67,0
7674,104.15,0.75,0
7675,134.26,0.97,0
7676,138,1,0
7677,126.91,0.92,0
7678,110.76,0.8,0
7679,97.58,0.71,0
7680,91.37,0.66,0
7681,82.93,0.6,0
7682,77.9,0.56,0
7683,73.88,0.54,0
7684,71.95,0.52,0
7685,73.81,0.53,0
7686,74.01,0.54,0.026
7687,67.88,0.49,0.12
7688,76.89,0.56,0.216
7689,83.02,0.6,0.292
7690,92.05,0.67,0.334
7691,101.81,0.74,0.355
7692,103.21,0.75,0.328
7693,105.97,0.77,0.287
7694,107.2,0.78,0.217
7695,103.15,0.75,0.135
7696,99.58,0.72,0.054
7697,92.46,0.67,0
7698,104.15,0.75,0
7699,134.26,0.97,0
7700,138,1,0
7701,126.91,0.92,0
7702,110.76,0.8,0
7703,97.58,0.71,0
7704,91.37,0.66,0
7705,82.93,0.6,0
7706,77.9,0.56,0
7707,73.88,0.54,0
7708,71.95,0.52,0
7709,73.81,0.53,0
7710,74.01,0.54,0.017
7711,67.88,0.49,0.089
7712,76.89,0.56,0.162
7713,83.02,0.6,0.231
7714,92.05,0.67,0.295
7715,101.81,0.74,0.343
7716,103.21,0.75,0.349
7717,105.97,0.77,0.324
7718,107.2,0.78,0.27
7719,103.15,0.75,0.187
7720,99.58,0.72,0.073
7721,92.46,0.67,0.001
7722,104.15,0.75,0
7723,134.26,0.97,0
7724,138,1,0
7725,126.91,0.92,0
7726,110.76,0.8,0
7727,97.58,0.71,0
7728,91.37,0.66,0
7729,82.93,0.6,0
7730,77.9,0.56,0
7731,73.88,0.54,0
7732,71.95,0.52,0
7733,73.81,0.53,0
7734,74.01,0.54,0.034
7735,67.88,0.49,0.16
7736,76.89,0.56,0.274
7737,83.02,0.6,0.357
7738,92.05,0.67,0.437
7739,101.81,0.74,0.504
7740,103.21,0.75,0.52
7741,105.97,0.77,0.49
7742,107.2,0.78,0.381
7743,103.15,0.75,0.242
7744,99.58,0.72,0.089
7745,92.46,0.67,0.001
7746,104.15,0.75,0
7747,134.26,0.97,0
7748,138,1,0
7749,126.91,0.92,0
7750,110.76,0.8,0
7751,97.58,0.71,0
7752,91.37,0.66,0
7753,82.93,0.6,0
7754,77.9,0.56,0
7755,73.88,0.54,0
7756,71.95,0.52,0
7757,73.81,0.53,0
7758,74.01,0.54,0.022
7759,67.88,0.49,0.109
7760,76.89,0.56,0.206
7761,83.02,0.6,0.266
7762,92.05,0.67,0.334
7763,101.81,0.74,0.418
7764,103.21,0.75,0.446
7765,105.97,0.77,0.451
7766,107.2,0.78,0.374
7767,103.15,0.75,0.247
7768,99.58,0.72,0.098
7769,92.46,0.67,0.001
7770,104.15,0.75,0
7771,134.26,0.97,0
7772,138,1,0
7773,126.91,0.92,0
7774,110.76,0.8,0
7775,97.58,0.71,0
7776,91.37,0.66,0
7777,82.93,0.6,0
7778,77.9,0.56,0
7779,73.88,0.54,0
7780,71.95,0.52,0
7781,73.81,0.53,0
7782,74.01,0.54,0.038
7783,67.88,0.49,0.176
7784,76.89,0.56,0.31
7785,83.02,0.6,0.412
7786,92.05,0.67,0.476
7787,101.81,0.74,0.469
7788,103.21,0.75,0.446
7789,105.97,0.77,0.378
7790,107.2,0.78,0.296
7791,103.15,0.75,0.192
7792,99.58,0.72,0.067
7793,92.46,0.67,0
7794,104.15,0.75,0
7795,134.26,0.97,0
7796,138,1,0
7797,126.91,0.92,0
7798,110.76,0.8,0
7799,97.58,0.71,0
7800,91.37,0.66,0
7801,82.93,0.6,0
7802,77.9,0.56,0
7803,73.88,0.54,0
7804,71.95,0.52,0
7805,73.81,0.53,0
7806,74.01,0.54,0.027
7807,67.88,0.49,0.133
7808,76.89,0.56,0.232
7809,83.02,0.6,0.34
7810,92.05,0.67,0.427
7811,101.81,0.74,0.464
7812,103.21,0.75,0.428
7813,105.97,0.77,0.363
7814,107.2,0.78,0.276
7815,103.15,0.75,0.164
7816,99.58,0.72,0.057
7817,92.46,0.67,0
7818,104.15,0.75,0
7819,134.26,0.97,0
7820,138,1,0
7821,126.91,0.92,0
7822,110.76,0.8,0
7823,97.58,0.71,0
7824,91.37,0.66,0
7825,82.93,0.6,0
7826,77.9,0.56,0
7827,73.88,0.54,0
7828,71.95,0.52,0
7829,73.81,0.53,0
7830,74.01,0.54,0.037
7831,67.88,0.49,0.184
7832,76.89,0.56,0.312
7833,83.02,0.6,0.415
7834,92.05,0.67,0.466
7835,101.81,0.74,0.45
7836,103.21,0.75,0.385
7837,105.97,0.77,0.29
7838,107.2,0.78,0.219
7839,103.15,0.75,0.127
7840,99.58,0.72,0.048
7841,92.46,0.67,0
7842,104.15,0.75,0
7843,134.26,0.97,0
7844,138,1,0
7845,126.91,0.92,0
7846,110.76,0.8,0
7847,97.58,0.71,0
7848,91.37,0.66,0
7849,82.93,0.6,0
7850,77.9,0.56,0
7851,73.88,0.54,0
7852,71.95,0.52,0
7853,73.81,0.53,0
7854,74.01,0.54,0.023
7855,67.88,0.49,0.13
7856,76.89,0.56,0.286
7857,83.02,0.6,0.403
7858,92.05,0.67,0.507
7859,101.81,0.74,0.603
7860,103.21,0.75,0.639
7861,105.97,0.77,0.588
7862,107.2,0.78,0.484
7863,103.15,0.75,0.326
7864,99.58,0.72,0.124
7865,92.46,0.67,0.001
7866,104.15,0.75,0
7867,134.26,0.97,0
7868,138,1,0
7869,126.91,0.92,0
7870,110.76,0.8,0
7871,97.58,0.71,0
7872,91.37,0.66,0
7873,82.93,0.6,0
7874,77.9,0.56,0
7875,73.88,0.54,0
7876,71.95,0.52,0
7877,73.81,0.53,0
7878,74.01,0.54,0.029
7879,67.88,0.49,0.142
7880,76.89,0.56,0.245
7881,83.02,0.6,0.314
7882,92.05,0.67,0.341
7883,101.81,0.74,0.34
7884,103.21,0.75,0.326
7885,105.97,0.77,0.283
7886,107.2,0.78,0.223
7887,103.15,0.75,0.135
7888,99.58,0.72,0.051
7889,92.46,0.67,0
7890,104.15,0.75,0
7891,134.26,0.97,0
7892,138,1,0
7893,126.91,0.92,0
7894,110.76,0.8,0
7895,97.58,0.71,0
7896,91.37,0.66,0
7897,82.93,0.6,0
7898,77.9,0.56,0
7899,73.88,0.54,0
7900,71.95,0.52,0
7901,73.81,0.53,0
7902,74.01,0.54,0.014
7903,67.88,0.49,0.076
7904,76.89,0.56,0.106
7905,83.02,0.6,0.148
7906,92.05,0.67,0.171
7907,101.81,0.74,0.188
7908,103.21,0.75,0.192
7909,105.97,0.77,0.184
7910,107.2,0.78,0.157
7911,103.15,0.75,0.085
7912,99.58,0.72,0.029
7913,92.46,0.67,0
7914,104.15,0.75,0
7915,134.26,0.97,0
7916,138,1,0
7917,126.91,0.92,0
7918,110.76,0.8,0
7919,97.58,0.71,0
7920,91.37,0.66,0
7921,82.93,0.6,0
7922,77.9,0.56,0
7923,73.88,0.54,0
7924,71.95,0.52,0
7925,73.81,0.53,0
7926,74.01,0.54,0.014
