Hour,Load (kW),Load (%),PV
8091,907,0.5,0
8092,930,0.52,0
8093,946,0.53,0
8094,924,0.51,0.017
8095,997,0.55,0.128
8096,1200,0.67,0.271
8097,1597,0.89,0.379
8098,1721,0.96,0.448
8099,1686,0.94,0.469
8100,1600,0.89,0.48
8101,1750,0.97,0.475
8102,1800,1,0.423
8103,1760,0.98,0.316
8104,1710,0.95,0.145
8105,1477,0.82,0.005
8106,1450,0.81,0
8107,1500,0.83,0
8108,1620,0.9,0
8109,1550,0.86,0
8110,1120,0.62,0
8111,1050,0.58,0
8112,1030,0.57,0
8113,954,0.53,0
8114,940,0.52,0
8115,907,0.5,0
8116,930,0.52,0
8117,946,0.53,0
8118,924,0.51,0.015
8119,997,0.55,0.129
8120,1200,0.67,0.285
8121,1597,0.89,0.376
8122,1721,0.96,0.413
8123,1686,0.94,0.426
8124,1600,0.89,0.428
8125,1750,0.97,0.401
8126,1800,1,0.338
8127,1760,0.98,0.207
8128,1710,0.95,0.07
8129,1477,0.82,0.001
8130,1450,0.81,0
8131,1500,0.83,0
8132,1620,0.9,0
8133,1550,0.86,0
8134,1120,0.62,0
8135,1050,0.58,0
8136,1030,0.57,0
8137,954,0.53,0
8138,940,0.52,0
8139,907,0.5,0
8140,930,0.52,0
8141,946,0.53,0
8142,924,0.51,0.008
8143,997,0.55,0.079
8144,1200,0.67,0.157
8145,1597,0.89,0.231
8146,1721,0.96,0.283
8147,1686,0.94,0.308
8148,1600,0.89,0.282
8149,1750,0.97,0.248
8150,1800,1,0.196
8151,1760,0.98,0.119
8152,1710,0.95,0.034
8153,1477,0.82,0
8154,1450,0.81,0
8155,1500,0.83,0
8156,1620,0.9,0
8157,1550,0.86,0
8158,1120,0.62,0
8159,1050,0.58,0
8160,1030,0.57,0
8161,954,0.53,0
8162,940,0.52,0
8163,907,0.5,0
8164,930,0.52,0
8165,946,0.53,0
8166,924,0.51,0.004
8167,997,0.55,0.045
8168,1200,0.67,0.109
8169,1597,0.89,0.198
8170,1721,0.96,0.269
8171,1686,0.94,0.317
8172,1600,0.89,0.319
8173,1750,0.97,0.276
8174,1800,1,0.197
8175,1760,0.98,0.125
8176,1710,0.95,0.043
8177,1477,0.82,0
8178,1450,0.81,0
8179,1500,0.83,0
8180,1620,0.9,0
8181,1550,0.86,0
8182,1120,0.62,0
8183,1050,0.58,0
8184,1030,0.57,0
8185,954,0.53,0
8186,940,0.52,0
8187,907,0.5,0
8188,930,0.52,0
8189,946,0.53,0
8190,924,0.51,0.001
8191,997,0.55,0.028
8192,1200,0.67,0.065
8193,1597,0.89,0.094
8194,1721,0.96,0.108
8195,1686,0.94,0.129
8196,1600,0.89,0.134
8197,1750,0.97,0.12
8198,1800,1,0.095
8199,1760,0.98,0.062
8200,1710,0.95,0.021
8201,1477,0.82,0
8202,1450,0.81,0
8203,1500,0.83,0
8204,1620,0.9,0
8205,1550,0.86,0
8206,1120,0.62,0
8207,1050,0.58,0
8208,1030,0.57,0
8209,954,0.53,0
8210,940,0.52,0
8211,907,0.5,0
8212,930,0.52,0
8213,946,0.53,0
8214,924,0.51,0.015
8215,997,0.55,0.129
8216,1200,0.67,0.296
8217,1597,0.89,0.43
8218,1721,0.96,0.543
8219,1686,0.94,0.607
8220,1600,0.89,0.612
8221,1750,0.97,0.576
8222,1800,1,0.479
8223,1760,0.98,0.338
8224,1710,0.95,0.15
8225,1477,0.82,0.005
8226,1450,0.81,0
8227,1500,0.83,0
8228,1620,0.9,0
8229,1550,0.86,0
8230,1120,0.62,0
8231,1050,0.58,0
8232,1030,0.57,0
8233,954,0.53,0
8234,940,0.52,0
8235,907,0.5,0
8236,930,0.52,0
8237,946,0.53,0
8238,924,0.51,0.036
8239,997,0.55,0.216
8240,1200,0.67,0.406
8241,1597,0.89,0.545
8242,1721,0.96,0.631
8243,1686,0.94,0.664
8244,1600,0.89,0.656
8245,1750,0.97,0.593
8246,1800,1,0.484
8247,1760,0.98,0.332
8248,1710,0.95,0.147
8249,1477,0.82,0.004
8250,1450,0.81,0
8251,1500,0.83,0
8252,1620,0.9,0
8253,1550,0.86,0
8254,1120,0.62,0
8255,1050,0.58,0
8256,1030,0.57,0
8257,954,0.53,0
8258,940,0.52,0
8259,907,0.5,0
8260,930,0.52,0
8261,946,0.53,0
8262,924,0.51,0.038
8263,997,0.55,0.224
8264,1200,0.67,0.427
8265,1597,0.89,0.565
8266,1721,0.96,0.653
8267,1686,0.94,0.692
8268,1600,0.89,0.684
8269,1750,0.97,0.63
8270,1800,1,0.525
8271,1760,0.98,0.369
8272,1710,0.95,0.172
8273,1477,0.82,0.006
8274,1450,0.81,0
8275,1500,0.83,0
8276,1620,0.9,0
8277,1550,0.86,0
8278,1120,0.62,0
8279,1050,0.58,0
8280,1030,0.57,0
8281,954,0.53,0
8282,940,0.52,0
8283,907,0.5,0
8284,930,0.52,0
8285,946,0.53,0
8286,924,0.51,0.04
8287,997,0.55,0.215
8288,1200,0.67,0.402
8289,1597,0.89,0.557
8290,1721,0.96,0.652
8291,1686,0.94,0.691
8292,1600,0.89,0.68
8293,1750,0.97,0.621
8294,1800,1,0.516
8295,1760,0.98,0.365
8296,1710,0.95,0.17
8297,1477,0.82,0.006
8298,1450,0.81,0
8299,1500,0.83,0
8300,1620,0.9,0
8301,1550,0.86,0
8302,1120,0.62,0
8303,1050,0.58,0
8304,1030,0.57,0
8305,954,0.53,0
8306,940,0.52,0
8307,907,0.5,0
8308,930,0.52,0
8309,946,0.53,0
8310,924,0.51,0.032
8311,997,0.55,0.215
8312,1200,0.67,0.404
8313,1597,0.89,0.533
8314,1721,0.96,0.607
8315,1686,0.94,0.629
8316,1600,0.89,0.561
8317,1750,0.97,0.445
8318,1800,1,0.297
8319,1760,0.98,0.159
8320,1710,0.95,0.058
8321,1477,0.82,0.001
8322,1450,0.81,0
8323,1500,0.83,0
8324,1620,0.9,0
8325,1550,0.86,0
8326,1120,0.62,0
8327,1050,0.58,0
8328,1030,0.57,0
8329,954,0.53,0
8330,940,0.52,0
8331,907,0.5,0
8332,930,0.52,0
8333,946,0.53,0
8334,924,0.51,0.005
8335,997,0.55,0.058
8336,1200,0.67,0.117
8337,1597,0.89,0.136
8338,1721,0.96,0.166
8339,1686,0.94,0.185
8340,1600,0.89,0.181
8341,1750,0.97,0.157
8342,1800,1,0.112
8343,1760,0.98,0.067
8344,1710,0.95,0.025
8345,1477,0.82,0
8346,1450,0.81,0
8347,1500,0.83,0
8348,1620,0.9,0
8349,1550,0.86,0
8350,1120,0.62,0
8351,1050,0.58,0
8352,1030,0.57,0
8353,954,0.53,0
8354,940,0.52,0
8355,907,0.5,0
8356,930,0.52,0
8357,946,0.53,0
8358,924,0.51,0.026
8359,997,0.55,0.179
8360,1200,0.67,0.37
8361,1597,0.89,0.489
8362,1721,0.96,0.56
8363,1686,0.94,0.567
8364,1600,0.89,0.569
8365,1750,0.97,0.517
8366,1800,1,0.425
8367,1760,0.98,0.297
8368,1710,0.95,0.122
8369,1477,0.82,0.003
8370,1450,0.81,0
8371,1500,0.83,0
8372,1620,0.9,0
8373,1550,0.86,0
8374,1120,0.62,0
8375,1050,0.58,0
8376,1030,0.57,0
8377,954,0.53,0
8378,940,0.52,0
8379,907,0.5,0
8380,930,0.52,0
8381,946,0.53,0
8382,924,0.51,0.013
8383,997,0.55,0.096
8384,1200,0.67,0.185
8385,1597,0.89,0.263
8386,1721,0.96,0.331
8387,1686,0.94,0.366
8388,1600,0.89,0.39
8389,1750,0.97,0.352
8390,1800,1,0.284
8391,1760,0.98,0.183
8392,1710,0.95,0.072
8393,1477,0.82,0.001
8394,1450,0.81,0
8395,1500,0.83,0
8396,1620,0.9,0
8397,1550,0.86,0
8398,1120,0.62,0
8399,1050,0.58,0
8400,1030,0.57,0
8401,954,0.53,0
8402,940,0.52,0
8403,907,0.5,0
8404,930,0.52,0
8405,946,0.53,0
8406,924,0.51,0.006
8407,997,0.55,0.065
8408,1200,0.67,0.137
8409,1597,0.89,0.215
8410,1721,0.96,0.276
8411,1686,0.94,0.295
8412,1600,0.89,0.264
8413,1750,0.97,0.21
8414,1800,1,0.138
8415,1760,0.98,0.074
8416,1710,0.95,0.024
8417,1477,0.82,0
8418,1450,0.81,0
8419,1500,0.83,0
8420,1620,0.9,0
8421,1550,0.86,0
8422,1120,0.62,0
8423,1050,0.58,0
8424,1030,0.57,0
8425,954,0.53,0
8426,940,0.52,0
8427,907,0.5,0
8428,930,0.52,0
8429,946,0.53,0
8430,924,0.51,0.017
8431,997,0.55,0.141
8432,1200,0.67,0.282
8433,1597,0.89,0.411
8434,1721,0.96,0.514
8435,1686,0.94,0.556
8436,1600,0.89,0.474
8437,1750,0.97,0.432
8438,1800,1,0.335
8439,1760,0.98,0.203
8440,1710,0.95,0.071
8441,1477,0.82,0.001
8442,1450,0.81,0
8443,1500,0.83,0
8444,1620,0.9,0
8445,1550,0.86,0
8446,1120,0.62,0
8447,1050,0.58,0
8448,1030,0.57,0
8449,954,0.53,0
8450,940,0.52,0
8451,907,0.5,0
8452,930,0.52,0
8453,946,0.53,0
8454,924,0.51,0.017
8455,997,0.55,0.124
8456,1200,0.67,0.247
8457,1597,0.89,0.351
8458,1721,0.96,0.395
8459,1686,0.94,0.408
8460,1600,0.89,0.361
8461,1750,0.97,0.304
8462,1800,1,0.217
8463,1760,0.98,0.126
8464,1710,0.95,0.05
8465,1477,0.82,0.001
8466,1450,0.81,0
8467,1500,0.83,0
8468,1620,0.9,0
8469,1550,0.86,0
8470,1120,0.62,0
8471,1050,0.58,0
8472,1030,0.57,0
8473,954,0.53,0
8474,940,0.52,0
8475,907,0.5,0
8476,930,0.52,0
8477,946,0.53,0
8478,924,0.51,0.02
8479,997,0.55,0.164
8480,1200,0.67,0.358
8481,1597,0.89,0.505
8482,1721,0.96,0.598
8483,1686,0.94,0.642
8484,1600,0.89,0.633
8485,1750,0.97,0.568
8486,1800,1,0.444
8487,1760,0.98,0.289
8488,1710,0.95,0.118
8489,1477,0.82,0.003
8490,1450,0.81,0
8491,1500,0.83,0
8492,1620,0.9,0
8493,1550,0.86,0
8494,1120,0.62,0
8495,1050,0.58,0
8496,1030,0.57,0
8497,954,0.53,0
8498,940,0.52,0
8499,907,0.5,0
8500,930,0.52,0
8501,946,0.53,0
8502,924,0.51,0.037
8503,997,0.55,0.231
8504,1200,0.67,0.423
8505,1597,0.89,0.56
8506,1721,0.96,0.655
8507,1686,0.94,0.68
8508,1600,0.89,0.67
8509,1750,0.97,0.613
8510,1800,1,0.484
8511,1760,0.98,0.342
8512,1710,0.95,0.145
8513,1477,0.82,0.004
8514,1450,0.81,0
8515,1500,0.83,0
8516,1620,0.9,0
8517,1550,0.86,0
8518,1120,0.62,0
8519,1050,0.58,0
8520,1030,0.57,0
8521,954,0.53,0
8522,940,0.52,0
8523,907,0.5,0
8524,930,0.52,0
8525,946,0.53,0
8526,924,0.51,0.019
8527,997,0.55,0.148
8528,1200,0.67,0.306
8529,1597,0.89,0.424
8530,1721,0.96,0.527
8531,1686,0.94,0.574
8532,1600,0.89,0.576
8533,1750,0.97,0.52
8534,1800,1,0.399
8535,1760,0.98,0.233
8536,1710,0.95,0.074
8537,1477,0.82,0.001
8538,1450,0.81,0
8539,1500,0.83,0
8540,1620,0.9,0
8541,1550,0.86,0
8542,1120,0.62,0
8543,1050,0.58,0
8544,1030,0.57,0
8545,954,0.53,0
8546,940,0.52,0
8547,907,0.5,0
8548,930,0.52,0
8549,946,0.53,0
8550,924,0.51,0.021
8551,997,0.55,0.171
8552,1200,0.67,0.335
8553,1597,0.89,0.461
8554,1721,0.96,0.544
8555,1686,0.94,0.542
8556,1600,0.89,0.502
8557,1750,0.97,0.402
8558,1800,1,0.282
8559,1760,0.98,0.169
8560,1710,0.95,0.068
8561,1477,0.82,0.001
8562,1450,0.81,0
8563,1500,0.83,0
8564,1620,0.9,0
8565,1550,0.86,0
8566,1120,0.62,0
8567,1050,0.58,0
8568,1030,0.57,0
8569,954,0.53,0
8570,940,0.52,0
8571,907,0.5,0
8572,930,0.52,0
8573,946,0.53,0
8574,924,0.51,0.003
8575,997,0.55,0.038
8576,1200,0.67,0.076
8577,1597,0.89,0.11
8578,1721,0.96,0.142
8579,1686,0.94,0.16
8580,1600,0.89,0.164
8581,1750,0.97,0.167
8582,1800,1,0.157
8583,1760,0.98,0.11
8584,1710,0.95,0.047
8585,1477,0.82,0
8586,1450,0.81,0
8587,1500,0.83,0
8588,1620,0.9,0
8589,1550,0.86,0
8590,1120,0.62,0
8591,1050,0.58,0
8592,1030,0.57,0
8593,954,0.53,0
8594,940,0.52,0
8595,907,0.5,0
8596,930,0.52,0
8597,946,0.53,0
8598,924,0.51,0.018
8599,997,0.55,0.138
8600,1200,0.67,0.292
8601,1597,0.89,0.398
8602,1721,0.96,0.438
8603,1686,0.94,0.439
8604,1600,0.89,0.393
8605,1750,0.97,0.328
8606,1800,1,0.254
8607,1760,0.98,0.154
8608,1710,0.95,0.056
8609,1477,0.82,0
8610,1450,0.81,0
8611,1500,0.83,0
8612,1620,0.9,0
8613,1550,0.86,0
8614,1120,0.62,0
8615,1050,0.58,0
8616,1030,0.57,0
8617,954,0.53,0
8618,940,0.52,0
8619,907,0.5,0
8620,930,0.52,0
8621,946,0.53,0
8622,924,0.51,0.014
8623,997,0.55,0.119
8624,1200,0.67,0.242
8625,1597,0.89,0.334
8626,1721,0.96,0.415
8627,1686,0.94,0.457
8628,1600,0.89,0.456
8629,1750,0.97,0.404
8630,1800,1,0.317
8631,1760,0.98,0.218
8632,1710,0.95,0.09
8633,1477,0.82,0.002
8634,1450,0.81,0
8635,1500,0.83,0
8636,1620,0.9,0
8637,1550,0.86,0
8638,1120,0.62,0
8639,1050,0.58,0
8640,1030,0.57,0
8641,954,0.53,0
8642,940,0.52,0
8643,907,0.5,0
8644,930,0.52,0
8645,946,0.53,0
8646,924,0.51,0.026
8647,997,0.55,0.198
8648,1200,0.67,0.396
8649,1597,0.89,0.545
8650,1721,0.96,0.641
8651,1686,0.94,0.678
8652,1600,0.89,0.657
8653,1750,0.97,0.604
8654,1800,1,0.51
8655,1760,0.98,0.352
8656,1710,0.95,0.16
8657,1477,0.82,0.005
8658,1450,0.81,0
8659,1500,0.83,0
8660,1620,0.9,0
8661,1550,0.86,0
8662,1120,0.62,0
8663,1050,0.58,0
8664,1030,0.57,0
8665,954,0.53,0
8666,940,0.52,0
8667,907,0.5,0
8668,930,0.52,0
8669,946,0.53,0
8670,924,0.51,0.032
8671,997,0.55,0.199
8672,1200,0.67,0.351
8673,1597,0.89,0.504
8674,1721,0.96,0.606
8675,1686,0.94,0.66
8676,1600,0.89,0.656
8677,1750,0.97,0.572
8678,1800,1,0.389
8679,1760,0.98,0.212
8680,1710,0.95,0.073
8681,1477,0.82,0.001
8682,1450,0.81,0
8683,1500,0.83,0
8684,1620,0.9,0
8685,1550,0.86,0
8686,1120,0.62,0
8687,1050,0.58,0
8688,1030,0.57,0
8689,954,0.53,0
8690,940,0.52,0
8691,907,0.5,0
8692,930,0.52,0
8693,946,0.53,0
8694,924,0.51,0.019
8695,997,0.55,0.142
8696,1200,0.67,0.28
8697,1597,0.89,0.408
8698,1721,0.96,0.54
8699,1686,0.94,0.539
8700,1600,0.89,0.525
8701,1750,0.97,0.404
8702,1800,1,0.262
8703,1760,0.98,0.125
8704,1710,0.95,0.039
8705,1477,0.82,0
8706,1450,0.81,0
8707,1500,0.83,0
8708,1620,0.9,0
8709,1550,0.86,0
8710,1120,0.62,0
8711,1050,0.58,0
8712,1030,0.57,0
8713,954,0.53,0
8714,940,0.52,0
8715,907,0.5,0
8716,930,0.52,0
8717,946,0.53,0
8718,924,0.51,0.005
8719,997,0.55,0.06
8720,1200,0.67,0.114
8721,1597,0.89,0.123
8722,1721,0.96,0.182
8723,1686,0.94,0.21
8724,1600,0.89,0.161
8725,1750,0.97,0.119
8726,1800,1,0.08
8727,1760,0.98,0.044
8728,1710,0.95,0.014
8729,1477,0.82,0
8730,1450,0.81,0
8731,1500,0.83,0
8732,1620,0.9,0
8733,1550,0.86,0
8734,1120,0.62,0
8735,1050,0.58,0
8736,1030,0.57,0
8737,954,0.53,0
8738,940,0.52,0
8739,907,0.5,0
8740,930,0.52,0
8741,946,0.53,0
8742,924,0.51,0.005
8743,997,0.55,0.065
8744,1200,0.67,0.138
8745,1597,0.89,0.18
8746,1721,0.96,0.199
8747,1686,0.94,0.186
8748,1600,0.89,0.177
8749,1750,0.97,0.155
8750,1800,1,0.114
8751,1760,0.98,0.07
8752,1710,0.95,0.027
8753,1477,0.82,0
8754,1450,0.81,0
8755,1500,0.83,0
8756,1620,0.9,0
8757,1550,0.86,0
8758,1120,0.62,0
8759,1050,0.58,0
8760,1030,0.57,0
