Hour,Load (kW),Load (%),PV
5876,1620,0.9,0
5877,1550,0.86,0
5878,1120,0.62,0
5879,1050,0.58,0
5880,1030,0.57,0
5881,954,0.53,0
5882,940,0.52,0
5883,907,0.5,0
5884,930,0.52,0
5885,946,0.53,0
5886,924,0.51,0.026
5887,997,0.55,0.092
5888,1200,0.67,0.174
5889,1597,0.89,0.268
5890,1721,0.96,0.35
5891,1686,0.94,0.4
5892,1600,0.89,0.386
5893,1750,0.97,0.353
5894,1800,1,0.27
5895,1760,0.98,0.179
5896,1710,0.95,0.085
5897,1477,0.82,0.014
5898,1450,0.81,0
5899,1500,0.83,0
5900,1620,0.9,0
5901,1550,0.86,0
5902,1120,0.62,0
5903,1050,0.58,0
5904,1030,0.57,0
5905,954,0.53,0
5906,940,0.52,0
5907,907,0.5,0
5908,930,0.52,0
5909,946,0.53,0
5910,924,0.51,0.041
5911,997,0.55,0.147
5912,1200,0.67,0.267
5913,1597,0.89,0.385
5914,1721,0.96,0.504
5915,1686,0.94,0.571
5916,1600,0.89,0.523
5917,1750,0.97,0.447
5918,1800,1,0.41
5919,1760,0.98,0.305
5920,1710,0.95,0.154
5921,1477,0.82,0.023
5922,1450,0.81,0
5923,1500,0.83,0
5924,1620,0.9,0
5925,1550,0.86,0
5926,1120,0.62,0
5927,1050,0.58,0
5928,1030,0.57,0
5929,954,0.53,0
5930,940,0.52,0
5931,907,0.5,0
5932,930,0.52,0
5933,946,0.53,0
5934,924,0.51,0.039
5935,997,0.55,0.144
5936,1200,0.67,0.252
5937,1597,0.89,0.357
5938,1721,0.96,0.436
5939,1686,0.94,0.464
5940,1600,0.89,0.436
5941,1750,0.97,0.385
5942,1800,1,0.324
5943,1760,0.98,0.237
5944,1710,0.95,0.126
5945,1477,0.82,0.024
5946,1450,0.81,0
5947,1500,0.83,0
5948,1620,0.9,0
5949,1550,0.86,0
5950,1120,0.62,0
5951,1050,0.58,0
5952,1030,0.57,0
5953,954,0.53,0
5954,940,0.52,0
5955,907,0.5,0
5956,930,0.52,0
5957,946,0.53,0
5958,924,0.51,0.04
5959,997,0.55,0.136
5960,1200,0.67,0.215
5961,1597,0.89,0.312
5962,1721,0.96,0.393
5963,1686,0.94,0.455
5964,1600,0.89,0.462
5965,1750,0.97,0.427
5966,1800,1,0.346
5967,1760,0.98,0.237
5968,1710,0.95,0.124
5969,1477,0.82,0.021
5970,1450,0.81,0
5971,1500,0.83,0
5972,1620,0.9,0
5973,1550,0.86,0
5974,1120,0.62,0
5975,1050,0.58,0
5976,1030,0.57,0
5977,954,0.53,0
5978,940,0.52,0
5979,907,0.5,0
5980,930,0.52,0
5981,946,0.53,0
5982,924,0.51,0.044
5983,997,0.55,0.152
5984,1200,0.67,0.261
5985,1597,0.89,0.352
5986,1721,0.96,0.418
5987,1686,0.94,0.441
5988,1600,0.89,0.425
5989,1750,0.97,0.37
5990,1800,1,0.282
5991,1760,0.98,0.181
5992,1710,0.95,0.095
5993,1477,0.82,0.016
5994,1450,0.81,0
5995,1500,0.83,0
5996,1620,0.9,0
5997,1550,0.86,0
5998,1120,0.62,0
5999,1050,0.58,0
6000,1030,0.57,0
6001,954,0.53,0
6002,940,0.52,0
6003,907,0.5,0
6004,930,0.52,0
6005,946,0.53,0
6006,924,0.51,0.024
6007,997,0.55,0.085
6008,1200,0.67,0.163
6009,1597,0.89,0.224
6010,1721,0.96,0.259
6011,1686,0.94,0.276
6012,1600,0.89,0.264
6013,1750,0.97,0.234
6014,1800,1,0.173
6015,1760,0.98,0.108
6016,1710,0.95,0.046
6017,1477,0.82,0.006
6018,1450,0.81,0
6019,1500,0.83,0
6020,1620,0.9,0
6021,1550,0.86,0
6022,1120,0.62,0
6023,1050,0.58,0
6024,1030,0.57,0
6025,954,0.53,0
6026,940,0.52,0
6027,907,0.5,0
6028,930,0.52,0
6029,946,0.53,0
6030,924,0.51,0.024
6031,997,0.55,0.098
6032,1200,0.67,0.186
6033,1597,0.89,0.264
6034,1721,0.96,0.319
6035,1686,0.94,0.342
6036,1600,0.89,0.328
6037,1750,0.97,0.287
6038,1800,1,0.222
6039,1760,0.98,0.149
6040,1710,0.95,0.07
6041,1477,0.82,0.01
6042,1450,0.81,0
6043,1500,0.83,0
6044,1620,0.9,0
6045,1550,0.86,0
6046,1120,0.62,0
6047,1050,0.58,0
6048,1030,0.57,0
6049,954,0.53,0
6050,940,0.52,0
6051,907,0.5,0
6052,930,0.52,0
6053,946,0.53,0
6054,924,0.51,0.043
6055,997,0.55,0.159
6056,1200,0.67,0.299
6057,1597,0.89,0.406
6058,1721,0.96,0.494
6059,1686,0.94,0.55
6060,1600,0.89,0.565
6061,1750,0.97,0.555
6062,1800,1,0.49
6063,1760,0.98,0.365
6064,1710,0.95,0.195
6065,1477,0.82,0.031
6066,1450,0.81,0
6067,1500,0.83,0
6068,1620,0.9,0
6069,1550,0.86,0
6070,1120,0.62,0
6071,1050,0.58,0
6072,1030,0.57,0
6073,954,0.53,0
6074,940,0.52,0
6075,907,0.5,0
6076,930,0.52,0
6077,946,0.53,0
6078,924,0.51,0.079
6079,997,0.55,0.258
6080,1200,0.67,0.428
6081,1597,0.89,0.557
6082,1721,0.96,0.627
6083,1686,0.94,0.651
6084,1600,0.89,0.631
6085,1750,0.97,0.556
6086,1800,1,0.422
6087,1760,0.98,0.29
6088,1710,0.95,0.153
6089,1477,0.82,0.025
6090,1450,0.81,0
6091,1500,0.83,0
6092,1620,0.9,0
6093,1550,0.86,0
6094,1120,0.62,0
6095,1050,0.58,0
6096,1030,0.57,0
6097,954,0.53,0
6098,940,0.52,0
6099,907,0.5,0
6100,930,0.52,0
6101,946,0.53,0
6102,924,0.51,0.034
6103,997,0.55,0.116
6104,1200,0.67,0.202
6105,1597,0.89,0.276
6106,1721,0.96,0.335
6107,1686,0.94,0.381
6108,1600,0.89,0.397
6109,1750,0.97,0.363
6110,1800,1,0.258
6111,1760,0.98,0.14
6112,1710,0.95,0.058
6113,1477,0.82,0.006
6114,1450,0.81,0
6115,1500,0.83,0
6116,1620,0.9,0
6117,1550,0.86,0
6118,1120,0.62,0
6119,1050,0.58,0
6120,1030,0.57,0
6121,954,0.53,0
6122,940,0.52,0
6123,907,0.5,0
6124,930,0.52,0
6125,946,0.53,0
6126,924,0.51,0.024
6127,997,0.55,0.081
6128,1200,0.67,0.13
6129,1597,0.89,0.179
6130,1721,0.96,0.213
6131,1686,0.94,0.204
6132,1600,0.89,0.2
6133,1750,0.97,0.174
6134,1800,1,0.135
6135,1760,0.98,0.079
6136,1710,0.95,0.032
6137,1477,0.82,0.002
6138,1450,0.81,0
6139,1500,0.83,0
6140,1620,0.9,0
6141,1550,0.86,0
6142,1120,0.62,0
6143,1050,0.58,0
6144,1030,0.57,0
6145,954,0.53,0
6146,940,0.52,0
6147,907,0.5,0
6148,930,0.52,0
6149,946,0.53,0
6150,924,0.51,0.017
6151,997,0.55,0.076
6152,1200,0.67,0.14
6153,1597,0.89,0.188
6154,1721,0.96,0.223
6155,1686,0.94,0.249
6156,1600,0.89,0.26
6157,1750,0.97,0.255
6158,1800,1,0.209
6159,1760,0.98,0.102
6160,1710,0.95,0.038
6161,1477,0.82,0.004
6162,1450,0.81,0
6163,1500,0.83,0
6164,1620,0.9,0
6165,1550,0.86,0
6166,1120,0.62,0
6167,1050,0.58,0
6168,1030,0.57,0
6169,954,0.53,0
6170,940,0.52,0
6171,907,0.5,0
6172,930,0.52,0
6173,946,0.53,0
6174,924,0.51,0.02
6175,997,0.55,0.093
6176,1200,0.67,0.203
6177,1597,0.89,0.338
6178,1721,0.96,0.464
6179,1686,0.94,0.501
6180,1600,0.89,0.452
6181,1750,0.97,0.36
6182,1800,1,0.256
6183,1760,0.98,0.159
6184,1710,0.95,0.071
6185,1477,0.82,0.01
6186,1450,0.81,0
6187,1500,0.83,0
6188,1620,0.9,0
6189,1550,0.86,0
6190,1120,0.62,0
6191,1050,0.58,0
6192,1030,0.57,0
6193,954,0.53,0
6194,940,0.52,0
6195,907,0.5,0
6196,930,0.52,0
6197,946,0.53,0
6198,924,0.51,0.034
6199,997,0.55,0.128
6200,1200,0.67,0.231
6201,1597,0.89,0.342
6202,1721,0.96,0.408
6203,1686,0.94,0.441
6204,1600,0.89,0.464
6205,1750,0.97,0.445
6206,1800,1,0.373
6207,1760,0.98,0.271
6208,1710,0.95,0.144
6209,1477,0.82,0.022
6210,1450,0.81,0
6211,1500,0.83,0
6212,1620,0.9,0
6213,1550,0.86,0
6214,1120,0.62,0
6215,1050,0.58,0
6216,1030,0.57,0
6217,954,0.53,0
6218,940,0.52,0
6219,907,0.5,0
6220,930,0.52,0
6221,946,0.53,0
6222,924,0.51,0.023
6223,997,0.55,0.107
6224,1200,0.67,0.234
6225,1597,0.89,0.354
6226,1721,0.96,0.417
6227,1686,0.94,0.408
6228,1600,0.89,0.359
6229,1750,0.97,0.316
6230,1800,1,0.256
6231,1760,0.98,0.173
6232,1710,0.95,0.072
6233,1477,0.82,0.008
6234,1450,0.81,0
6235,1500,0.83,0
6236,1620,0.9,0
6237,1550,0.86,0
6238,1120,0.62,0
6239,1050,0.58,0
6240,1030,0.57,0
6241,954,0.53,0
6242,940,0.52,0
6243,907,0.5,0
6244,930,0.52,0
6245,946,0.53,0
6246,924,0.51,0.022
6247,997,0.55,0.097
6248,1200,0.67,0.176
6249,1597,0.89,0.235
6250,1721,0.96,0.237
6251,1686,0.94,0.233
6252,1600,0.89,0.234
6253,1750,0.97,0.216
6254,1800,1,0.139
6255,1760,0.98,0.085
6256,1710,0.95,0.033
6257,1477,0.82,0.003
6258,1450,0.81,0
6259,1500,0.83,0
6260,1620,0.9,0
6261,1550,0.86,0
6262,1120,0.62,0
6263,1050,0.58,0
6264,1030,0.57,0
6265,954,0.53,0
6266,940,0.52,0
6267,907,0.5,0
6268,930,0.52,0
6269,946,0.53,0
6270,924,0.51,0.016
6271,997,0.55,0.074
6272,1200,0.67,0.162
6273,1597,0.89,0.273
6274,1721,0.96,0.368
6275,1686,0.94,0.418
6276,1600,0.89,0.429
6277,1750,0.97,0.399
6278,1800,1,0.303
6279,1760,0.98,0.19
6280,1710,0.95,0.079
6281,1477,0.82,0.008
6282,1450,0.81,0
6283,1500,0.83,0
6284,1620,0.9,0
6285,1550,0.86,0
6286,1120,0.62,0
6287,1050,0.58,0
6288,1030,0.57,0
6289,954,0.53,0
6290,940,0.52,0
6291,907,0.5,0
6292,930,0.52,0
6293,946,0.53,0
6294,924,0.51,0.059
6295,997,0.55,0.227
6296,1200,0.67,0.398
6297,1597,0.89,0.498
6298,1721,0.96,0.479
6299,1686,0.94,0.433
6300,1600,0.89,0.372
6301,1750,0.97,0.318
6302,1800,1,0.265
6303,1760,0.98,0.186
6304,1710,0.95,0.084
6305,1477,0.82,0.01
6306,1450,0.81,0
6307,1500,0.83,0
6308,1620,0.9,0
6309,1550,0.86,0
6310,1120,0.62,0
6311,1050,0.58,0
6312,1030,0.57,0
6313,954,0.53,0
6314,940,0.52,0
6315,907,0.5,0
6316,930,0.52,0
6317,946,0.53,0
6318,924,0.51,0.023
6319,997,0.55,0.11
6320,1200,0.67,0.243
6321,1597,0.89,0.354
6322,1721,0.96,0.42
6323,1686,0.94,0.447
6324,1600,0.89,0.457
6325,1750,0.97,0.424
6326,1800,1,0.338
6327,1760,0.98,0.23
6328,1710,0.95,0.108
6329,1477,0.82,0.016
6330,1450,0.81,0
6331,1500,0.83,0
6332,1620,0.9,0
6333,1550,0.86,0
6334,1120,0.62,0
6335,1050,0.58,0
6336,1030,0.57,0
6337,954,0.53,0
6338,940,0.52,0
6339,907,0.5,0
6340,930,0.52,0
6341,946,0.53,0
6342,924,0.51,0.037
6343,997,0.55,0.147
6344,1200,0.67,0.278
6345,1597,0.89,0.384
6346,1721,0.96,0.454
6347,1686,0.94,0.488
6348,1600,0.89,0.483
6349,1750,0.97,0.448
6350,1800,1,0.333
6351,1760,0.98,0.218
6352,1710,0.95,0.097
6353,1477,0.82,0.01
6354,1450,0.81,0
6355,1500,0.83,0
6356,1620,0.9,0
6357,1550,0.86,0
6358,1120,0.62,0
6359,1050,0.58,0
6360,1030,0.57,0
6361,954,0.53,0
6362,940,0.52,0
6363,907,0.5,0
6364,930,0.52,0
6365,946,0.53,0
6366,924,0.51,0.029
6367,997,0.55,0.132
6368,1200,0.67,0.27
6369,1597,0.89,0.381
6370,1721,0.96,0.486
6371,1686,0.94,0.559
6372,1600,0.89,0.583
6373,1750,0.97,0.54
6374,1800,1,0.422
6375,1760,0.98,0.28
6376,1710,0.95,0.13
6377,1477,0.82,0.016
6378,1450,0.81,0
6379,1500,0.83,0
6380,1620,0.9,0
6381,1550,0.86,0
6382,1120,0.62,0
6383,1050,0.58,0
6384,1030,0.57,0
6385,954,0.53,0
6386,940,0.52,0
6387,907,0.5,0
6388,930,0.52,0
6389,946,0.53,0
6390,924,0.51,0.033
6391,997,0.55,0.133
6392,1200,0.67,0.248
6393,1597,0.89,0.344
6394,1721,0.96,0.399
6395,1686,0.94,0.421
6396,1600,0.89,0.414
6397,1750,0.97,0.37
6398,1800,1,0.321
6399,1760,0.98,0.233
6400,1710,0.95,0.119
6401,1477,0.82,0.017
6402,1450,0.81,0
6403,1500,0.83,0
6404,1620,0.9,0
6405,1550,0.86,0
6406,1120,0.62,0
6407,1050,0.58,0
6408,1030,0.57,0
6409,954,0.53,0
6410,940,0.52,0
6411,907,0.5,0
6412,930,0.52,0
6413,946,0.53,0
6414,924,0.51,0.041
6415,997,0.55,0.161
6416,1200,0.67,0.296
6417,1597,0.89,0.399
6418,1721,0.96,0.468
6419,1686,0.94,0.517
6420,1600,0.89,0.541
6421,1750,0.97,0.491
6422,1800,1,0.399
6423,1760,0.98,0.27
6424,1710,0.95,0.127
6425,1477,0.82,0.015
6426,1450,0.81,0
6427,1500,0.83,0
6428,1620,0.9,0
6429,1550,0.86,0
6430,1120,0.62,0
6431,1050,0.58,0
6432,1030,0.57,0
6433,954,0.53,0
6434,940,0.52,0
6435,907,0.5,0
6436,930,0.52,0
6437,946,0.53,0
6438,924,0.51,0.034
6439,997,0.55,0.144
6440,1200,0.67,0.287
6441,1597,0.89,0.422
6442,1721,0.96,0.518
6443,1686,0.94,0.572
6444,1600,0.89,0.556
6445,1750,0.97,0.517
6446,1800,1,0.435
6447,1760,0.98,0.306
6448,1710,0.95,0.158
6449,1477,0.82,0.021
6450,1450,0.81,0
6451,1500,0.83,0
6452,1620,0.9,0
6453,1550,0.86,0
6454,1120,0.62,0
6455,1050,0.58,0
6456,1030,0.57,0
6457,954,0.53,0
6458,940,0.52,0
6459,907,0.5,0
6460,930,0.52,0
6461,946,0.53,0
6462,924,0.51,0.032
6463,997,0.55,0.151
6464,1200,0.67,0.29
6465,1597,0.89,0.459
6466,1721,0.96,0.553
6467,1686,0.94,0.611
6468,1600,0.89,0.603
6469,1750,0.97,0.534
6470,1800,1,0.433
6471,1760,0.98,0.323
6472,1710,0.95,0.179
6473,1477,0.82,0.029
6474,1450,0.81,0
6475,1500,0.83,0
6476,1620,0.9,0
6477,1550,0.86,0
6478,1120,0.62,0
6479,1050,0.58,0
6480,1030,0.57,0
6481,954,0.53,0
6482,940,0.52,0
6483,907,0.5,0
6484,930,0.52,0
6485,946,0.53,0
6486,924,0.51,0.049
6487,997,0.55,0.199
6488,1200,0.67,0.387
6489,1597,0.89,0.524
6490,1721,0.96,0.61
6491,1686,0.94,0.64
6492,1600,0.89,0.62
6493,1750,0.97,0.55
6494,1800,1,0.435
6495,1760,0.98,0.281
6496,1710,0.95,0.122
6497,1477,0.82,0.013
6498,1450,0.81,0
6499,1500,0.83,0
6500,1620,0.9,0
6501,1550,0.86,0
6502,1120,0.62,0
6503,1050,0.58,0
6504,1030,0.57,0
6505,954,0.53,0
6506,940,0.52,0
6507,907,0.5,0
6508,930,0.52,0
6509,946,0.53,0
6510,924,0.51,0.044
6511,997,0.55,0.174
6512,1200,0.67,0.303
6513,1597,0.89,0.378
6514,1721,0.96,0.43
6515,1686,0.94,0.453
6516,1600,0.89,0.445
6517,1750,0.97,0.415
6518,1800,1,0.325
6519,1760,0.98,0.215
6520,1710,0.95,0.103
6521,1477,0.82,0.01
6522,1450,0.81,0
6523,1500,0.83,0
6524,1620,0.9,0
6525,1550,0.86,0
6526,1120,0.62,0
6527,1050,0.58,0
6528,1030,0.57,0
6529,954,0.53,0
6530,940,0.52,0
6531,907,0.5,0
6532,930,0.52,0
6533,946,0.53,0
6534,924,0.51,0.029
6535,997,0.55,0.147
6536,1200,0.67,0.296
6537,1597,0.89,0.428
6538,1721,0.96,0.51
6539,1686,0.94,0.55
6540,1600,0.89,0.557
6541,1750,0.97,0.505
6542,1800,1,0.407
6543,1760,0.98,0.292
6544,1710,0.95,0.14
6545,1477,0.82,0.016
6546,1450,0.81,0
6547,1500,0.83,0
6548,1620,0.9,0
6549,1550,0.86,0
6550,1120,0.62,0
6551,1050,0.58,0
6552,1030,0.57,0
6553,954,0.53,0
6554,940,0.52,0
6555,907,0.5,0
6556,930,0.52,0
6557,946,0.53,0
6558,924,0.51,0.037
6559,997,0.55,0.157
6560,1200,0.67,0.275
6561,1597,0.89,0.375
6562,1721,0.96,0.442
6563,1686,0.94,0.454
6564,1600,0.89,0.463
6565,1750,0.97,0.422
6566,1800,1,0.34
6567,1760,0.98,0.232
6568,1710,0.95,0.123
6569,1477,0.82,0.014
6570,1450,0.81,0
6571,1500,0.83,0
6572,1620,0.9,0
6573,1550,0.86,0
6574,1120,0.62,0
6575,1050,0.58,0
6576,1030,0.57,0
6577,954,0.53,0
6578,940,0.52,0
6579,907,0.5,0
6580,930,0.52,0
6581,946,0.53,0
6582,924,0.51,0.019
6583,997,0.55,0.107
6584,1200,0.67,0.25
6585,1597,0.89,0.365
6586,1721,0.96,0.441
6587,1686,0.94,0.471
6588,1600,0.89,0.453
6589,1750,0.97,0.402
6590,1800,1,0.322
6591,1760,0.98,0.229
6592,1710,0.95,0.11
6593,1477,0.82,0.012
6594,1450,0.81,0
6595,1500,0.83,0
6596,1620,0.9,0
6597,1550,0.86,0
6598,1120,0.62,0
6599,1050,0.58,0
6600,1030,0.57,0
6601,954,0.53,0
6602,940,0.52,0
6603,907,0.5,0
6604,930,0.52,0
6605,946,0.53,0
6606,924,0.51,0.016
6607,997,0.55,0.093
6608,1200,0.67,0.176
6609,1597,0.89,0.241
6610,1721,0.96,0.265
6611,1686,0.94,0.279
6612,1600,0.89,0.28
6613,1750,0.97,0.252
6614,1800,1,0.224
6615,1760,0.98,0.172
6616,1710,0.95,0.094
6617,1477,0.82,0.01
6618,1450,0.81,0
6619,1500,0.83,0
6620,1620,0.9,0
6621,1550,0.86,0
6622,1120,0.62,0
6623,1050,0.58,0
6624,1030,0.57,0
6625,954,0.53,0
6626,940,0.52,0
6627,907,0.5,0
6628,930,0.52,0
6629,946,0.53,0
6630,924,0.51,0.021
6631,997,0.55,0.104
6632,1200,0.67,0.209
6633,1597,0.89,0.279
6634,1721,0.96,0.336
6635,1686,0.94,0.352
6636,1600,0.89,0.342
6637,1750,0.97,0.307
6638,1800,1,0.237
6639,1760,0.98,0.159
6640,1710,0.95,0.069
6641,1477,0.82,0.006
6642,1450,0.81,0
6643,1500,0.83,0
6644,1620,0.9,0
6645,1550,0.86,0
6646,1120,0.62,0
6647,1050,0.58,0
6648,1030,0.57,0
6649,954,0.53,0
6650,940,0.52,0
6651,907,0.5,0
6652,930,0.52,0
6653,946,0.53,0
6654,924,0.51,0.022
6655,997,0.55,0.106
6656,1200,0.67,0.215
6657,1597,0.89,0.358
6658,1721,0.96,0.432
6659,1686,0.94,0.456
6660,1600,0.89,0.44
6661,1750,0.97,0.408
6662,1800,1,0.349
6663,1760,0.98,0.249
6664,1710,0.95,0.124
6665,1477,0.82,0.013
6666,1450,0.81,0
6667,1500,0.83,0
6668,1620,0.9,0
6669,1550,0.86,0
6670,1120,0.62,0
6671,1050,0.58,0
6672,1030,0.57,0
6673,954,0.53,0
6674,940,0.52,0
6675,907,0.5,0
6676,930,0.52,0
6677,946,0.53,0
6678,924,0.51,0.027
6679,997,0.55,0.112
6680,1200,0.67,0.209
6681,1597,0.89,0.297
6682,1721,0.96,0.347
6683,1686,0.94,0.371
6684,1600,0.89,0.396
6685,1750,0.97,0.371
6686,1800,1,0.291
6687,1760,0.98,0.185
6688,1710,0.95,0.078
6689,1477,0.82,0.006
6690,1450,0.81,0
6691,1500,0.83,0
6692,1620,0.9,0
6693,1550,0.86,0
6694,1120,0.62,0
6695,1050,0.58,0
6696,1030,0.57,0
6697,954,0.53,0
6698,940,0.52,0
6699,907,0.5,0
6700,930,0.52,0
6701,946,0.53,0
6702,924,0.51,0.031
6703,997,0.55,0.141
6704,1200,0.67,0.271
6705,1597,0.89,0.371
6706,1721,0.96,0.444
6707,1686,0.94,0.469
6708,1600,0.89,0.47
6709,1750,0.97,0.434
6710,1800,1,0.371
6711,1760,0.98,0.279
6712,1710,0.95,0.149
6713,1477,0.82,0.016
6714,1450,0.81,0
6715,1500,0.83,0
6716,1620,0.9,0
6717,1550,0.86,0
6718,1120,0.62,0
6719,1050,0.58,0
6720,1030,0.57,0
6721,954,0.53,0
6722,940,0.52,0
6723,907,0.5,0
6724,930,0.52,0
6725,946,0.53,0
6726,924,0.51,0.025
6727,997,0.55,0.126
6728,1200,0.67,0.239
6729,1597,0.89,0.348
6730,1721,0.96,0.402
6731,1686,0.94,0.409
6732,1600,0.89,0.366
6733,1750,0.97,0.295
6734,1800,1,0.211
6735,1760,0.98,0.127
6736,1710,0.95,0.052
6737,1477,0.82,0.003
6738,1450,0.81,0
6739,1500,0.83,0
6740,1620,0.9,0
6741,1550,0.86,0
6742,1120,0.62,0
6743,1050,0.58,0
6744,1030,0.57,0
6745,954,0.53,0
6746,940,0.52,0
6747,907,0.5,0
6748,930,0.52,0
6749,946,0.53,0
6750,924,0.51,0.044
6751,997,0.55,0.188
6752,1200,0.67,0.314
6753,1597,0.89,0.4
6754,1721,0.96,0.46
6755,1686,0.94,0.476
6756,1600,0.89,0.471
6757,1750,0.97,0.43
6758,1800,1,0.348
6759,1760,0.98,0.251
6760,1710,0.95,0.118
6761,1477,0.82,0.013
6762,1450,0.81,0
6763,1500,0.83,0
6764,1620,0.9,0
6765,1550,0.86,0
6766,1120,0.62,0
6767,1050,0.58,0
6768,1030,0.57,0
6769,954,0.53,0
6770,940,0.52,0
6771,907,0.5,0
6772,930,0.52,0
6773,946,0.53,0
6774,924,0.51,0.01
6775,997,0.55,0.06
6776,1200,0.67,0.114
6777,1597,0.89,0.17
6778,1721,0.96,0.218
6779,1686,0.94,0.244
6780,1600,0.89,0.247
6781,1750,0.97,0.204
6782,1800,1,0.148
6783,1760,0.98,0.091
6784,1710,0.95,0.035
6785,1477,0.82,0.002
6786,1450,0.81,0
6787,1500,0.83,0
6788,1620,0.9,0
6789,1550,0.86,0
6790,1120,0.62,0
6791,1050,0.58,0
6792,1030,0.57,0
6793,954,0.53,0
6794,940,0.52,0
6795,907,0.5,0
6796,930,0.52,0
6797,946,0.53,0
6798,924,0.51,0.018
6799,997,0.55,0.093
6800,1200,0.67,0.195
6801,1597,0.89,0.319
6802,1721,0.96,0.436
6803,1686,0.94,0.431
6804,1600,0.89,0.391
6805,1750,0.97,0.348
6806,1800,1,0.272
6807,1760,0.98,0.172
6808,1710,0.95,0.075
6809,1477,0.82,0.006
6810,1450,0.81,0
6811,1500,0.83,0
6812,1620,0.9,0
6813,1550,0.86,0
6814,1120,0.62,0
6815,1050,0.58,0
6816,1030,0.57,0
6817,954,0.53,0
6818,940,0.52,0
6819,907,0.5,0
6820,930,0.52,0
6821,946,0.53,0
6822,924,0.51,0.031
6823,997,0.55,0.146
6824,1200,0.67,0.266
6825,1597,0.89,0.359
6826,1721,0.96,0.402
6827,1686,0.94,0.411
6828,1600,0.89,0.399
6829,1750,0.97,0.368
6830,1800,1,0.308
6831,1760,0.98,0.218
6832,1710,0.95,0.105
6833,1477,0.82,0.01
6834,1450,0.81,0
6835,1500,0.83,0
6836,1620,0.9,0
6837,1550,0.86,0
6838,1120,0.62,0
6839,1050,0.58,0
6840,1030,0.57,0
6841,954,0.53,0
6842,940,0.52,0
6843,907,0.5,0
6844,930,0.52,0
6845,946,0.53,0
6846,924,0.51,0.057
6847,997,0.55,0.256
6848,1200,0.67,0.455
6849,1597,0.89,0.603
6850,1721,0.96,0.69
6851,1686,0.94,0.723
6852,1600,0.89,0.713
6853,1750,0.97,0.652
6854,1800,1,0.538
6855,1760,0.98,0.383
6856,1710,0.95,0.195
6857,1477,0.82,0.019
6858,1450,0.81,0
6859,1500,0.83,0
6860,1620,0.9,0
6861,1550,0.86,0
6862,1120,0.62,0
6863,1050,0.58,0
6864,1030,0.57,0
6865,954,0.53,0
6866,940,0.52,0
6867,907,0.5,0
6868,930,0.52,0
6869,946,0.53,0
6870,924,0.51,0.021
6871,997,0.55,0.13
6872,1200,0.67,0.264
6873,1597,0.89,0.409
6874,1721,0.96,0.472
6875,1686,0.94,0.457
6876,1600,0.89,0.424
6877,1750,0.97,0.377
6878,1800,1,0.243
6879,1760,0.98,0.156
6880,1710,0.95,0.057
6881,1477,0.82,0.002
6882,1450,0.81,0
6883,1500,0.83,0
6884,1620,0.9,0
6885,1550,0.86,0
6886,1120,0.62,0
6887,1050,0.58,0
6888,1030,0.57,0
6889,954,0.53,0
6890,940,0.52,0
6891,907,0.5,0
6892,930,0.52,0
6893,946,0.53,0
6894,924,0.51,0.018
6895,997,0.55,0.109
6896,1200,0.67,0.219
6897,1597,0.89,0.304
6898,1721,0.96,0.323
6899,1686,0.94,0.306
6900,1600,0.89,0.274
6901,1750,0.97,0.238
6902,1800,1,0.199
6903,1760,0.98,0.121
6904,1710,0.95,0.054
6905,1477,0.82,0.004
6906,1450,0.81,0
6907,1500,0.83,0
6908,1620,0.9,0
6909,1550,0.86,0
6910,1120,0.62,0
6911,1050,0.58,0
6912,1030,0.57,0
6913,954,0.53,0
6914,940,0.52,0
6915,907,0.5,0
6916,930,0.52,0
6917,946,0.53,0
6918,924,0.51,0.015
6919,997,0.55,0.085
6920,1200,0.67,0.17
6921,1597,0.89,0.249
6922,1721,0.96,0.282
6923,1686,0.94,0.254
6924,1600,0.89,0.259
6925,1750,0.97,0.21
6926,1800,1,0.155
6927,1760,0.98,0.079
6928,1710,0.95,0.027
6929,1477,0.82,0.001
6930,1450,0.81,0
6931,1500,0.83,0
6932,1620,0.9,0
6933,1550,0.86,0
6934,1120,0.62,0
6935,1050,0.58,0
6936,1030,0.57,0
6937,954,0.53,0
6938,940,0.52,0
6939,907,0.5,0
6940,930,0.52,0
6941,946,0.53,0
6942,924,0.51,0.022
6943,997,0.55,0.097
6944,1200,0.67,0.167
6945,1597,0.89,0.266
6946,1721,0.96,0.36
6947,1686,0.94,0.403
6948,1600,0.89,0.404
6949,1750,0.97,0.338
6950,1800,1,0.23
6951,1760,0.98,0.136
6952,1710,0.95,0.058
6953,1477,0.82,0.003
6954,1450,0.81,0
6955,1500,0.83,0
6956,1620,0.9,0
6957,1550,0.86,0
6958,1120,0.62,0
6959,1050,0.58,0
6960,1030,0.57,0
6961,954,0.53,0
6962,940,0.52,0
6963,907,0.5,0
6964,930,0.52,0
6965,946,0.53,0
6966,924,0.51,0.028
6967,997,0.55,0.139
6968,1200,0.67,0.264
6969,1597,0.89,0.385
6970,1721,0.96,0.472
6971,1686,0.94,0.524
6972,1600,0.89,0.503
6973,1750,0.97,0.436
6974,1800,1,0.355
6975,1760,0.98,0.264
6976,1710,0.95,0.128
6977,1477,0.82,0.01
6978,1450,0.81,0
6979,1500,0.83,0
6980,1620,0.9,0
6981,1550,0.86,0
6982,1120,0.62,0
